Zen2 measurement skipped.
   |-- Port01 FP (2 read op) --|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
 59|BLENDPS x1<-x1 x2          |   100159,   304066,   500092,   500092,   500055,  1300180,  1122839,  1049172,  1228400,  1251340,  1491951,  1200132,  1200206,  1600213,   800125,  1050208,
   |------- Port0123 Int ------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
 61|PAND x1<-x1 x2             |   100122,   300144,   500092,   500055,   500092,  1300180,  1088836,  1053168,  1200132,  1243607,  1491766,  1212675,  1200169,  1600176,   800125,  1033484,
 62|PANDN x1<-x1 x1            |   100159,   100159,   100196,   100196,   100159,  1250119,   991267,  1000332,  1200169,  1200169,  1300143,  1200132,  1200169,  1600176,   800162,  1050208,
 63|PANDN x1<-x1 x2            |   100159,   300107,   500055,   500129,   500092,  1256483,  1228104,  1149849,  1250267,  1362969,  1684129,  1254559,  1270950,  1600102,   800162,  1100158,
 64|POR x1<-x1 x2              |   100159,   300107,   500092,   500092,   504236,  1300180,  1094386,  1053871,  1236244,  1251451,  1491803,  1220223,  1200206,  1605208,   800199,  1033521,
 65|PXOR x1<-x1 x1             |   100159,   200133,   100122,   200170,   100196,  1300180,   990305,  1010396,  1200169,  1200169,  1231471,  1200132,  1205386,  1600176,   800162,  1033558,
 66|PXOR x1<-x1 x2             |   100159,   300107,   500055,   500129,   500055,  1250193,  1228104,  1155325,  1264882,  1374550,  1665592,  1260109,  1250156,  1610351,   800125,  1050208,
 67|PBLENDW x1<-x1 x2          |   100159,   300144,   500092,   500092,   500055,  1250156,  1099048,  1059754,  1225107,  1249342,  1491988,  1200132,  1228400,  1605282,   800162,  1100232,
 68|PADDB x1<-x1 x2            |   100122,   300070,   504088,   500055,   500092,  1300143,  1100343,  1053168,  1230879,  1251414,  1491951,  1213970,  1235652,  1606059,   800125,  1033521,
 69|PADDW x1<-x1 x2            |   100159,   300107,   500055,   500092,   500055,  1300180,  1100306,  1053168,  1239648,  1243607,  1491840,  1212675,  1200169,  1600213,   800125,  1033484,
 70|PADDD x1<-x1 x2            |   100233,   300144,   500055,   500092,   500092,  1250193,  1092240,  1051910,  1225181,  1248528,  1466236,  1200169,  1219298,  1600102,   800199,  1050171,
 71|PADDQ x1<-x1 x2            |   100159,   304399,   500055,   500055,   500055,  1256150,  1094719,  1057719,  1200317,  1240795,  1491988,  1200132,  1228437,  1600176,   800162,  1100158,
 72|PSUBB x1<-x1 x2            |   100159,   300107,   500055,   500092,   500092,  1307876,  1228030,  1149886,  1271949,  1362858,  1684499,  1220149,  1257371,  1605430,   800162,  1033484,
 73|PSUBW x1<-x1 x2            |   100122,   300144,   504162,   500092,   500092,  1300143,  1228178,  1149886,  1250230,  1368926,  1684647,  1258999,  1250230,  1600213,   800162,  1033558,
 74|PSUBD x1<-x1 x2            |   100159,   300144,   500129,   500092,   500129,  1250193,  1229806,  1147703,  1264882,  1362858,  1675101,  1261256,  1266806,  1605356,   800125,  1050245,
 75|PSUBQ x1<-x1 x2            |   100122,   300144,   500055,   500092,   500092,  1250082,  1227993,  1149849,  1250230,  1362932,  1690086,  1268360,  1272985,  1600139,   800162,  1100121,
 76|PCMPEQB x1<-x1 x2          |   100159,   300070,   505864,   500129,   504125,  1300180,  1227919,  1147703,  1298256,  1360453,  1684240,  1220149,  1250119,  1605208,   800199,  1033521,
 77|PCMPEQW x1<-x1 x2          |   100159,   300107,   500055,   500092,   500092,  1300180,  1228104,  1150626,  1250267,  1362858,  1691011,  1258925,  1250193,  1600102,   800162,  1033521,
 78|PCMPEQD x1<-x1 x2          |   100159,   300070,   500092,   500092,   500092,  1250193,  1228178,  1150626,  1266880,  1367631,  1679467,  1260220,  1276759,  1600213,   800162,  1050763,
 79|PCMPGTB x1<-x1 x2          |   100159,   300107,   500055,   500055,   500129,  1250193,  1228030,  1149849,  1266510,  1367520,  1684314,  1254559,  1269803,  1605356,   800125,  1100269,
 80|PCMPGTW x1<-x1 x2          |   100159,   300107,   500092,   500055,   500092,  1300180,  1236799,  1149849,  1272208,  1365226,  1690900,  1220223,  1250230,  1606651,   800162,  1033558,
 81|PCMPGTD x1<-x1 x2          |   100159,   300033,   500092,   500055,   500092,  1300143,  1229769,  1149849,  1250156,  1362932,  1684129,  1261330,  1250193,  1600102,   800162,  1033484,
 82|PCMPGTQ x1<-x1 x2          |   100196,   300107,   500092,   500055,   500055,  1300143,  1227475,  1149923,  1250267,  1360490,  1665629,  1220186,  1250156,  1605689,   800162,  1040255,
 83|PMINSB x1<-x1 x2           |   100159,   300144,   500055,   500092,   500092,  1250193,  1113996,  1053871,  1200206,  1242978,  1491951,  1200132,  1200169,  1600213,   800162,  1100232,
 84|PMINUB x1<-x1 x2           |   100196,   300144,   500092,   500129,   504828,  1300180,  1089761,  1053205,  1221814,  1251414,  1491840,  1214007,  1200206,  1600176,   806859,  1033521,
 85|PMINSW x1<-x1 x2           |   100159,   300144,   500055,   500129,   500129,  1306692,  1100232,  1053168,  1200169,  1243533,  1491988,  1200132,  1200169,  1600139,   800162,  1033521,
 86|PMINUW x1<-x1 x2           |   100159,   300070,   500055,   500055,   500129,  1300180,  1089095,  1052650,  1200169,  1251377,  1479556,  1225181,  1206274,  1600176,   800162,  1033558,
 87|PMINSD x1<-x1 x2           |   100159,   300144,   500092,   500055,   500092,  1250119,  1100232,  1052724,  1200243,  1242386,  1492025,  1200169,  1200206,  1600213,   806637,  1100195,
 88|PMINUD x1<-x1 x2           |   100196,   300070,   504384,   500092,   500129,  1256261,  1100269,  1056831,  1223812,  1243533,  1491914,  1200169,  1200169,  1605356,   800162,  1100158,
 89|PMAXSB x1<-x1 x2           |   100122,   300144,   500055,   500055,   500092,  1300180,  1088281,  1053871,  1205349,  1300143,  1491877,  1220112,  1228400,  1609796,   800125,  1039774,
 90|PMAXUB x1<-x1 x2           |   100196,   300070,   500055,   500055,   500092,  1256853,  1089317,  1061123,  1225218,  1248528,  1490915,  1200132,  1200206,  1600139,   806415,  1057201,
 91|PMAXSW x1<-x1 x2           |   100196,   300033,   500092,   500092,   500055,  1250230,  1095385,  1053168,  1200280,  1217818,  1491877,  1200132,  1228474,  1606466,   800199,  1100232,
 92|PMAXUW x1<-x1 x2           |   100159,   300144,   500092,   500129,   500092,  1250230,  1088318,  1049320,  1225218,  1250193,  1491951,  1200169,  1200169,  1600139,   800125,  1100195,
 93|PMAXSD x1<-x1 x2           |   100159,   300033,   500092,   500055,   500092,  1300180,  1095607,  1053168,  1200169,  1248343,  1491914,  1214044,  1228474,  1600139,   800125,  1033521,
 94|PMAXUD x1<-x1 x2           |   100159,   300033,   500055,   500055,   500055,  1300143,  1087282,  1053168,  1200169,  1263328,  1473858,  1214044,  1207606,  1600176,   800162,  1033595,
   |-------- Port01 Int -------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
 96|PADDSB x1<-x1 x2           |   100122,   300181,   500092,   500092,   500092,  1000184,  1150293,  1200243,  1600065,  1306026,  1000110,  1260516,   800125,  1229362,   800125,   827616,
 97|PADDSW x1<-x1 x2           |   100159,   300107,   500092,   500055,   500092,  1000147,  1150256,  1200280,  1600102,  1305989,  1000147,  1255188,   800162,  1200169,   800088,   800199,
 98|PSUBSB x1<-x1 x2           |   100159,   300144,   500055,   500092,   500055,  1000110,  1150256,  1200280,  1600176,  1365929,  1000110,  1295555,   800125,  1225366,   800125,   800125,
 99|PSUBSW x1<-x1 x2           |   100122,   300033,   500055,   500055,   500129,  1000110,  1150367,  1200280,  1604209,  1365929,  1006067,  1295518,   800162,  1200169,   800125,   800199,
100|PCMPEQQ x1<-x1 x2          |   100122,   300107,   500092,   500129,   500092,  1000110,  1150256,  1200243,  1600139,  1365966,  1000147,  1295518,   800125,  1200169,   800199,   806711,
101|PABSB x1<-x1               |   100159,   300070,   500092,   505827,   500055,  1000110,  1150293,  1200280,  1604283,  1306026,  1000147,  1259702,   800125,  1200169,   800162,   800162,
102|PABSW x1<-x1               |   100122,   300070,   500092,   500055,   500055,  1000184,  1150219,  1200243,  1605430,  1305989,  1000184,  1240166,   800199,  1200169,   800125,   800199,
103|PABSD x1<-x1               |   100159,   300070,   500129,   500092,   500092,  1000184,  1150219,  1200280,  1600176,  1305989,  1000110,  1255262,   800125,  1200206,   800199,   800199,
104|PAVGB x1<-x1 x2            |   100159,   300070,   500055,   500055,   500092,  1000184,  1150256,  1200280,  1600102,  1306026,  1000147,  1255225,   800162,  1200169,   800162,   800162,
105|PAVGW x1<-x1 x2            |   100159,   300033,   500092,   500092,   500055,  1000221,  1150293,  1200317,  1609093,  1305989,  1000147,  1259480,   800125,  1206237,   800125,   827024,
106|PSIGNB x1<-x1 x2           |   100159,   300181,   504421,   500166,   500055,  1000184,  1150256,  1200243,  1600065,  1310577,  1000147,  1255225,   800125,  1200206,   800125,   800162,
107|PSIGNW x1<-x1 x2           |   100122,   300107,   500092,   500092,   500055,  1000110,  1150256,  1200280,  1600065,  1310355,  1000110,  1255188,   805860,  1200169,   800125,   800199,
108|PSIGND x1<-x1 x2           |   100196,   300107,   500092,   500092,   500092,  1006363,  1150256,  1200280,  1600065,  1306063,  1000147,  1250156,   800162,  1200206,   800088,   800199,
109|AESENC x1<-x1 x2           |   400044,   600103,   800088,   800051,   800088,  1000110,  1241905,  1200280,  1604394,  1343618,  1000147,  1290153,   824619,  1287674,   800532,   822436,
110|AESENCLAST x1<-x1 x2       |   400044,   600103,   800051,   800088,   809227,  1000110,  1241942,  1200280,  1600065,  1343655,  1006104,  1292225,   850149,  1295518,   800569,   800162,
111|AESDEC x1<-x1 x2           |   400081,   600103,   804602,   800088,   800125,  1000110,  1150367,  1200280,  1600102,  1343692,  1000110,  1300106,   850186,  1282124,   800125,   820290,
112|AESDECLAST x1<-x1 x2       |   400081,   600140,   800051,   800051,   800088,  1006474,  1241942,  1200280,  1600139,  1343618,  1000110,  1280126,   800162,  1290116,   800236,   800162,
113|AESENC x1<-x1 x2           |   400155,   600103,   800125,   800125,   800088,  1000110,  1265992,  1200317,  1600102,  1392458,  1000110,  1379212,   925111,  1290375,   948162,   937654,
114|AESENCLAST x1<-x1 x2       |   400044,   600103,   800051,   800051,   800088,  1000184,  1332999,  1302659,  1600102,  1392421,  1000147,  1379175,   925148,  1290338,   948125,   937617,
115|AESDEC x1<-x1 x2           |   400155,   600066,   800051,   800125,   800088,  1000221,  1260294,  1200317,  1604283,  1398008,  1000110,  1389165,   942575,  1286009,   948347,   935878,
116|AESDECLAST x1<-x1 x2       |   400081,   600066,   800051,   809116,   800125,  1000221,  1267620,  1200280,  1600102,  1392421,  1000110,  1379212,  1004957,  1275242,   947755,   937617,
117|AESIMC x<-x                |   400044,   600066,   800088,   800125,   800051,  1006104,  1241905,  1200280,  1600139,  1343729,  1000184,  1304953,   850149,  1287674,   800569,   800162,
118|AESKEYGENASSIST x<-x i     |   400044,   600103,   800051,   800088,   800088,  1000110,  1150293,  1200317,  1604209,  1343692,  1006178,  1280126,   850149,  1288044,   800606,   800125,
119|PHMINPOSUW x<-x            |   300070,   500055,   700114,   700114,   704147,  1006363,  1150256,  1200280,  1604505,  1306063,  1000184,  1275168,   800162,  1262995,   800125,   800236,
120|EXTRQ x<-x                 |   300070,   500055,   704110,   700077,   700077,  1000110,  1150293,  1200280,  1600176,  1305989,  1000184,  1275094,   800162,  1265770,   800125,   822695,
121|INSERTQ x<-x               |   300144,   500055,   700077,   700077,   700151,  1000110,  1150293,  1200243,  1604394,  1306026,  1000221,  1275094,   800162,  1265807,   800088,   810337,
   |-------- Port12 Int -------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
123|PSLLW x1<-x1 x2            |   100159,   300144,   500055,   500129,   500092,  1000184,   805231,  1004809,  1278868,   818958,  1556627,  1600065,  1249712,  1200206,   800199,   822843,
124|PSRLW x1<-x1 x2            |   100159,   300070,   500092,   500018,   500055,  1006104,   800310,  1200206,  1250082,   800236,  1556664,  1600065,  1255225,  1206533,   800088,   800347,
125|PSRAW x1<-x1 x2            |   100159,   300070,   500055,   500092,   500129,  1000110,   805342,  1200243,  1278905,   808043,  1556627,  1604616,  1255188,  1200132,   800125,   861693,
126|PSLLD x1<-x1 x2            |   100159,   300144,   504236,   509342,   500055,  1000147,   800347,  1200280,  1275649,   805527,  1556664,  1605467,  1260405,  1208494,   800125,   822658,
127|PSRLD x1<-x1 x2            |   100196,   300107,   500055,   500092,   500129,  1000147,   800310,   826025,  1267842,   800236,  1556812,  1600065,  1259702,  1216893,   800162,   821511,
128|PSRAD x1<-x1 x2            |   100196,   300107,   500055,   500092,   500129,  1000110,   806304,  1159506,  1250119,   800310,  1556590,  1600065,  1255225,  1200132,   800162,   810300,
129|PSLLQ x1<-x1 x2            |   100159,   300144,   500092,   500092,   500055,  1000147,   805379,  1124134,  1250082,   800273,  1556516,  1604431,  1255188,  1216819,   800088,   800162,
130|PSRLQ x1<-x1 x2            |   100159,   300107,   500055,   500055,   500055,  1006215,   800273,  1200243,  1250082,   813852,  1556627,  1600139,  1255225,  1200132,   800162,   822658,
131|PSLLW x<-x i               |   100196,   300107,   500092,   500092,   500055,  1000221,   800310,   981906,  1250082,   809967,  1560660,  1600102,  1255188,  1206311,   800088,   996262,
132|PSRLW x<-x i               |   100159,   300107,   500092,   504088,   500092,  1000184,   800347,  1030561,  1260294,   800273,  1556627,  1600102,  1255225,  1208790,   800162,   800199,
133|PSRAW x<-x i               |   100196,   300107,   500055,   500092,   500055,  1000221,   800273,   989824,  1255262,   817811,  1556553,  1600139,  1250193,  1211269,   800088,   800199,
134|PSLLD x<-x i               |   100159,   300144,   500055,   500129,   500129,  1000110,   800273,  1204165,  1255299,   800236,  1556553,  1604209,  1259332,  1200132,   800162,   800347,
135|PSRLD x<-x i               |   100196,   300033,   500055,   500055,   500129,  1000110,   800347,  1200243,  1250156,   800199,  1556664,  1600139,  1255151,  1207791,   800088,   800162,
136|PSRAD x<-x i               |   100122,   300070,   500092,   500092,   500092,  1000110,   800310,   956561,  1259628,   800236,  1556516,  1600139,  1255225,  1208642,   800125,   800162,
137|PSLLQ x<-x i               |   100196,   300033,   500092,   510563,   500092,  1006326,   800347,  1114514,  1250156,   800236,  1556516,  1608612,  1250156,  1211306,   800125,   800125,
138|PSRLQ x<-x i               |   100196,   300107,   500092,   500055,   500055,  1000110,   800310,   800347,  1255262,   805453,  1556664,  1600139,  1255151,  1200132,   805268,   819846,
139|PSLLDQ x<-x i              |   100122,   300107,   500092,   500092,   500055,  1000110,   800273,   962592,  1250119,   800125,  1556590,  1600065,  1255225,  1206311,   800088,   811484,
140|PSRLDQ x<-x i              |   100159,   300107,   500055,   504162,   500055,  1006067,   800273,  1187663,  1255151,   825174,  1561252,  1600065,  1259517,  1207310,   800125,   800236,
141|PUNPCKLBW x1<-x1 x2        |   100122,   300144,   500055,   500055,   500129,  1000110,   800273,   800273,  1255225,   800162,  1561252,  1604209,  1255299,  1200169,   800162,   827172,
142|PUNPCKHBW x1<-x1 x2        |   100122,   304399,   500092,   504495,   500055,  1000184,   800347,   800347,  1255040,   800199,  1561289,  1600102,  1255151,  1200169,   800125,   802863,
143|PUNPCKLWD x1<-x1 x2        |   100159,   300070,   500055,   500092,   500129,  1000184,   800273,   800347,  1255188,   800236,  1556627,  1600102,  1259369,  1200169,   800162,   800162,
144|PUNPCKHWD x1<-x1 x2        |   100122,   300070,   500055,   500092,   500092,  1000147,   800273,   807747,  1255188,   800199,  1556516,  1604431,  1255225,  1200132,   800125,   824286,
145|PUNPCKLDQ x1<-x1 x2        |   100159,   300144,   500092,   500055,   500092,  1000184,   800310,   800347,  1260405,   800162,  1556664,  1600139,  1245050,  1200132,   800088,   827061,
146|PUNPCKHDQ x1<-x1 x2        |   100159,   300107,   500055,   500055,   500055,  1000147,   800273,   955525,  1255151,   800162,  1556701,  1600139,  1255151,  1200169,   800125,   800347,
147|PUNPCKLQDQ x1<-x1 x2       |   100159,   304288,   500055,   500055,   500055,  1000221,   800273,   800273,  1259591,   800236,  1556664,  1600176,  1255040,  1200169,   800199,   803862,
148|PUNPCKHQDQ x1<-x1 x2       |   100159,   300033,   500092,   500055,   500055,  1000147,   800347,   800273,  1255225,   805897,  1556590,  1605134,  1264253,  1200206,   800125,   822362,
149|UNPCKLPS x1<-x1 x2         |   100122,   300107,   500129,   500055,   500129,  1000184,   800347,   800310,  1259887,   800162,  1556590,  1604172,  1255262,  1206829,   800125,   800199,
150|UNPCKHPS x1<-x1 x2         |   100159,   300107,   500055,   500092,   500129,  1006363,   800273,   940577,  1255151,   818958,  1556627,  1600102,  1246863,  1206977,   800088,   801975,
151|UNPCKLPD x1<-x1 x2         |   100159,   300107,   500129,   500092,   500129,  1000184,   800273,  1200243,  1250119,   800273,  1556664,  1604246,  1255262,  1216856,   800162,   800162,
152|UNPCKHPD x1<-x1 x2         |   100159,   300107,   500055,   500055,   500055,  1000221,   800273,  1200243,  1240129,   818958,  1556627,  1600065,  1255151,  1216819,   800125,   800569,
153|MOVHLPS x1<-x1 x2          |   100196,   300107,   500055,   500092,   505346,  1000184,   800310,   800273,  1255632,   824989,  1556627,  1604172,  1255225,  1200169,   800162,   800199,
154|MOVLHPS x1<-x1 x2          |   100159,   300144,   500055,   500129,   500092,  1000110,   800310,   800310,  1255188,   814370,  1556701,  1600102,  1254781,  1200169,   800125,   847929,
155|PACKSSWB x1<-x1 x2         |   100196,   300144,   500129,   500055,   500092,  1000184,   800273,   800347,  1255262,   800199,  1556664,  1606281,  1259480,  1206977,   800199,   803936,
156|PACKUSWB x1<-x1 x2         |   100122,   300033,   504421,   500055,   500055,  1000147,   800310,   800273,  1255188,   800162,  1556664,  1605282,  1255262,  1200132,   800162,   800236,
157|PACKSSDW x1<-x1 x2         |   100122,   300144,   500055,   500055,   500055,  1006141,   800273,   800347,  1255188,   800199,  1556553,  1600102,  1255188,  1200169,   800162,   822584,
158|PACKUSDW x1<-x1 x2         |   100122,   300181,   500055,   500092,   500092,  1000184,   800347,   827468,  1255262,   825211,  1556590,  1600176,  1255188,  1211306,   800088,   800162,
159|SHUFPD x1<-x1 i            |   100159,   300107,   500092,   500055,   500055,  1000110,   800273,   800310,  1255336,   805971,  1556664,  1604431,  1255262,  1200132,   805120,   800273,
160|SHUFPS x1<-x1 i            |   100159,   300107,   500092,   500092,   500129,  1000110,   800273,  1200280,  1250156,   818958,  1556738,  1604357,  1255151,  1206644,   800088,   800162,
161|PSHUFB x1<-x1 x2           |   100159,   300033,   500092,   500092,   500092,  1000110,   800310,  1000961,  1250082,   800199,  1561511,  1600065,  1255188,  1200132,   800125,   881044,
162|PSHUFLW x1<-x1 i           |   100159,   306212,   500055,   500055,   500129,  1006252,   800310,   959780,  1255262,   800310,  1556553,  1600065,  1255188,  1208235,   805046,   800162,
163|PSHUFHW x1<-x1 i           |   100196,   300070,   500055,   500129,   500055,  1000221,   805194,  1200243,  1255225,   800273,  1556664,  1604394,  1255188,  1211232,   800125,   800199,
164|PSHUFD x1<-x1 i            |   100159,   300070,   500092,   500092,   504828,  1000184,   800273,   800310,  1255299,   800199,  1556627,  1604579,  1255151,  1205534,   800088,   817219,
165|PALIGNR x1<-x1 i           |   100122,   300144,   500092,   500129,   500129,  1000221,   800310,   800273,  1250119,   805823,  1556627,  1600065,  1260146,  1200132,   800125,   800199,
166|MOVDDUP x1<-x1 x2          |   100159,   300070,   500055,   500092,   500055,  1000184,   804602,   800273,  1259480,   800162,  1556664,  1600139,  1255151,  1200169,   800088,   800199,
167|MOVSLDUP x1<-x1 x2         |   100159,   300181,   500129,   500092,   500055,  1000184,   800273,   800273,  1255225,   800162,  1556627,  1600102,  1255262,  1200132,   800125,   800162,
168|MOVSHDUP x1<-x1 x2         |   100196,   300070,   500055,   500055,   500092,  1000110,   800273,   800310,  1259443,   800236,  1556627,  1600139,  1249416,  1200206,   804898,   800236,
169|PMOVZXBW x1<-x1 x2         |   100159,   300107,   500166,   500129,   500092,  1000184,   800273,  1200317,  1255225,   825211,  1556590,  1600102,  1255262,  1211232,   800088,   814111,
170|PMOVZXBD x1<-x1 x2         |   100159,   300070,   500055,   500055,   500092,  1000184,   800273,   800273,  1255262,   800162,  1556664,  1600065,  1255151,  1205423,   805009,   800680,
171|PMOVZXBQ x1<-x1 x2         |   100122,   300144,   500129,   500092,   500129,  1000147,   805638,   919672,  1250082,   800125,  1556590,  1600065,  1255225,  1208568,   800088,   827061,
172|PMOVZXWD x1<-x1 x2         |   100196,   300033,   500092,   500055,   500092,  1000221,   800347,  1204979,  1255225,   810929,  1556664,  1604875,  1255151,  1216893,   800088,   800162,
173|PMOVZXWQ x1<-x1 x2         |   100196,   300070,   500055,   500055,   500055,  1006252,   800310,   977392,  1255225,   818958,  1556590,  1604209,  1255225,  1211269,   800125,   800162,
174|PMOVZXDQ x1<-x1 x2         |   100122,   300033,   500055,   500092,   500055,  1006252,   800273,   800347,  1255225,   800162,  1556590,  1600139,  1255225,  1200132,   800125,   800162,
175|PMOVSXBW x1<-x1 x2         |   100122,   300070,   500092,   500055,   504569,  1000184,   800273,   831094,  1250082,   800125,  1556590,  1604653,  1255188,  1200132,   800125,   800199,
176|PMOVSXBD x1<-x1 x2         |   100122,   300107,   500092,   500129,   500055,  1000147,   800310,   806415,  1254485,   800273,  1556627,  1604135,  1255151,  1208494,   804861,   822436,
177|PMOVSXBQ x1<-x1 x2         |   100159,   300107,   500129,   500055,   500055,  1000221,   800273,  1212083,  1255077,   800236,  1556553,  1600028,  1255262,  1211343,   800162,   800273,
178|PMOVSXWD x1<-x1 x2         |   100159,   300107,   500092,   500055,   500055,  1006659,   800310,   800310,  1259480,   800162,  1556590,  1604394,  1250193,  1200132,   800125,   800236,
179|PMOVSXWQ x1<-x1 x2         |   100159,   300144,   500055,   500092,   500129,  1000110,   800273,  1200243,  1250082,   800162,  1556812,  1604949,  1255151,  1200206,   800162,   822547,
180|PMOVSXDQ x1<-x1 x2         |   100159,   300033,   500055,   500092,   500055,  1000110,   800273,  1108557,  1254263,   818958,  1556553,  1600102,  1245753,  1200169,   800088,   811003,
181|INSERTPS x1<-x1 x2         |   100159,   300070,   504384,   500092,   500055,  1000147,   800310,  1200280,  1255188,   809597,  1561363,  1604283,  1255225,  1200132,   800125,   801050,
   |-------- Port03 Int -------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
183|PMULHW x1<-x1 x2           |   300107,   500129,   704517,   700114,   700114,  1000110,   800347,   800384,  1305989,  1604653,  1000221,   800162,  1306026,  1248454,   800199,   800347,
184|PMULHUW x1<-x1 x2          |   300144,   500092,   700077,   704073,   704073,  1000110,   800347,   800384,  1310355,  1600139,  1000184,   800125,  1306026,  1248454,   800125,   800569,
185|PMULHRSW x1<-x1 x2         |   300070,   500092,   700077,   700077,   700077,  1000110,   800310,   800310,  1306026,  1600139,  1000221,   800125,  1306026,  1248380,   800162,   805601,
186|PMULLW x1<-x1 x2           |   300070,   500055,   700077,   700114,   700114,  1000184,   800273,   800310,  1305989,  1600102,  1000184,   800162,  1306026,  1244791,   800162,   824027,
187|PMULLD x1<-x1 x2           |   300144,   500055,   700114,   700114,   700114,  1000184,   800347,   800273,  1306063,  1621081,  1000147,   800199,  1305989,  1248454,   800088,   879601,
188|PMULDQ x1<-x1 x2           |   300070,   500092,   700114,   700077,   704147,  1006400,   800310,   800273,  1306026,  1600139,  1000147,   800162,  1310059,  1244088,   800125,   850593,
189|PMULUDQ x1<-x1 x2          |   300144,   500092,   700077,   700077,   700114,  1000221,   800310,   800310,  1306026,  1600102,  1000147,   800125,  1305989,  1248454,   800199,   800199,
190|PMADDWD x1<-x1 x2          |   300070,   500055,   700114,   700077,   700077,  1006400,   800310,   800310,  1305989,  1600102,  1000110,   814296,  1306026,  1248454,   800125,   800199,
191|PMADDUBSW x1<-x1 x2        |   305583,   500055,   700077,   700077,   700077,  1000147,   800347,   800310,  1306026,  1600102,  1000221,   800162,  1306026,  1300106,   800199,   800199,
192|PSADBW x1<-x1 x2           |   300144,   500092,   700114,   700077,   700077,  1000184,   800310,   800384,  1306026,  1604320,  1000258,   800199,  1306026,  1248417,   800125,   800199,
   |------ P1 (DIV/SQRT) ------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
194|DIVPD x1<-x1 x2            |  1305138,  1709215,  1581898,  1700113,  1787285,  1400080,  1350204,  1307802,  1300106,  1300106,  1400117,  1320123,  1300106,  1300106,  1366743,  1400117,
195|DIVPS x1<-x1 x2            |  1091870,  1418284,  1218336,  1418284,  1418284,  1000147,  1000258,  1200280,  1005031,  1100195,  1000110,  1080067,  1080067,  1100121,  1033410,  1000110,
196|DIVSD x1<-x1 x2            |  1300143,  1718317,  1500165,  1709252,  1700113,  1400117,  1350278,  1300291,  1300143,  1320123,  1400117,  1320123,  1300143,  1400154,  1366780,  1400117,
197|DIVSS x1<-x1 x2            |  1100010,  1418321,  1218336,  1418321,  1418358,  1000110,  1000332,  1200243,  1050282,  1079771,  1000073,  1080104,  1100047,  1000110,  1033410,  1000073,
198|SQRTPD x<-x                |  2100046,  2418357,  2222701,  2422686,  2418357,  1600213,  1418765,  1804453,  1756538,  1600139,  1606170,  1600102,  1600102,  1806673,  1606355,  1605763,
199|SQRTPS x<-x                |  1500017,  1818328,  1618269,  1822768,  1822842,  1608686,  1522291,  1800309,  1700113,  1600176,  1600213,  1600102,  1600102,  1700187,  1600139,  1600139,
200|SQRTSD x<-x                |  2100046,  2418357,  2218298,  2418246,  2418320,  1606059,  1462314,  1804860,  1744550,  1600102,  1605985,  1600139,  1604172,  1806562,  1600102,  1600102,
201|SQRTSS x<-x                |  1504938,  1822583,  1618269,  1818217,  1822620,  1606799,  1522254,  1804601,  1700113,  1659598,  1606133,  1604579,  1600102,  1700150,  1605060,  1600250,
   |-------- GPR<->VEC --------|--LATENCY--IIDOMAIN--FFDOMAIN--IFDOMAIN--FIDOMAIN-----GPR-------PORT0----PORT1-----PORT01----PORT03-----PORT2----PORT12----PORT23--PORT0123----PORT45------LDs-
203|MOVD gpr32<-x              |   600066,   800088,   900025,  1000110,   900062,  1600065,   800273,   800273,   800088,   800162,   900136,   800125,   800088,   800125,  1600102,   800273,
204|MOVD gpr64<-x              |   600066,   800088,   900136,  1000073,   900025,  1600139,   800236,   800236,   800162,   800125,   800125,   800125,   805786,   800125,  1600065,   800125,
205|MOVD x<-gpr32              |   600066,   800125,   900062,  1005993,   905094,  1400117,   900284,   900247,  1000221,  1000258,  1600176,  1553630,  1559661,  1498685,   900099,  1200169,
206|MOVD x<-gpr64              |   600066,   800125,   900136,  1000036,   900136,  1400191,   900284,   900247,  1000110,  1000110,  1600176,  1553482,  1549819,  1492432,   900173,  1200169,
207|PEXTRB gpr32<-x            |   700114,   900136,  1104746,  1100047,  1105190,  1604912,   805971,   800273,  1000961,   810115,  1184518,  1222776,   996632,  1000295,  1605097,   900136,
